date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:47	37569/37569	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:05:59%20GMT	https://crispinfreeman.com/demos/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/demos/index.html	(from https://crispinfreeman.com/)
21:05:48	1425683/1425683	---M--	200	added ('OK')	audio/mpeg	date:Thu,%2013%20Sep%202012%2003:08:28%20GMT	https://crispinfreeman.com/wp-content/uploads/2012/05/Crispin-Freeman-Promo-Demo.mp3	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/uploads/2012/05/Crispin-Freeman-Promo-Demo.mp3	(from https://crispinfreeman.com/)
21:05:48	1478756/1478756	---M--	200	added ('OK')	audio/mpeg	date:Thu,%2013%20Sep%202012%2003:07:52%20GMT	https://crispinfreeman.com/wp-content/uploads/2012/05/Crispin-Freeman-Animation-Demo.mp3	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/uploads/2012/05/Crispin-Freeman-Animation-Demo.mp3	(from https://crispinfreeman.com/)
21:05:48	19752/19752	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Sep%202012%2003:08:40%20GMT	https://crispinfreeman.com/wp-content/uploads/2012/05/VAM_WebLogo_BlackText_150px.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/uploads/2012/05/VAM_WebLogo_BlackText_150px.png	(from https://crispinfreeman.com/)
21:05:48	38327/38327	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:00%20GMT	https://crispinfreeman.com/contact/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/contact/index.html	(from https://crispinfreeman.com/)
21:05:48	59474/59474	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Feb%202013%2001:40:34%20GMT	https://crispinfreeman.com/wp-content/uploads/2013/02/MM-Vertical-Weblogo-Dark-NoShadow-285x520-500x274.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/uploads/2013/02/MM-Vertical-Weblogo-Dark-NoShadow-285x520-500x274.png	(from https://crispinfreeman.com/)
21:05:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Sep%202023%2001:06:00%20GMT	https://crispinfreeman.com/contact	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/contact	(from https://crispinfreeman.com/)
21:05:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Sep%202023%2001:06:01%20GMT	https://crispinfreeman.com/contact	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/contact	(from https://crispinfreeman.com/)
21:05:49	35676/35676	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:01%20GMT	https://crispinfreeman.com/about/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/about/index.html	(from https://crispinfreeman.com/)
21:05:49	1489683/1489683	---M--	200	added ('OK')	audio/mpeg	date:Thu,%2013%20Sep%202012%2003:08:01%20GMT	https://crispinfreeman.com/wp-content/uploads/2012/05/Crispin-Freeman-Commercial-Demo.mp3	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/uploads/2012/05/Crispin-Freeman-Commercial-Demo.mp3	(from https://crispinfreeman.com/)
21:05:49	34920/34920	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:01%20GMT	https://crispinfreeman.com/voice-acting-mastery/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/voice-acting-mastery/index.html	(from https://crispinfreeman.com/)
21:05:49	27879/27879	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/js/jquery.cycle.all.min.js	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/js/jquery.cycle.all.min.js	(from https://crispinfreeman.com/)
21:05:49	2202680/2202680	---M--	200	added ('OK')	audio/mpeg	date:Thu,%2013%20Sep%202012%2003:08:30%20GMT	https://crispinfreeman.com/wp-content/uploads/2012/05/Crispin-Freeman-Narration-Demo.mp3	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/uploads/2012/05/Crispin-Freeman-Narration-Demo.mp3	(from https://crispinfreeman.com/)
21:05:49	8064/8064	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/js/jquery.easing.1.3.js	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/js/jquery.easing.1.3.js	(from https://crispinfreeman.com/)
21:05:50	7610/7610	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/js/superfish.js	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/js/superfish.js	(from https://crispinfreeman.com/)
21:05:50	2557/2557	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/js/custom.js	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/js/custom.js	(from https://crispinfreeman.com/)
21:05:50	35128/35128	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:02%20GMT	https://crispinfreeman.com/mythology-and-meaning/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/mythology-and-meaning/index.html	(from https://crispinfreeman.com/)
21:05:50	33746/33746	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Sep%202022%2021:25:36%20GMT	https://crispinfreeman.com/wp-content/plugins/html5-audio-player/style/player-style.css?ver=2.1.10	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/html5-audio-player/style/player-style6176.css	(from https://crispinfreeman.com/)
21:05:50	48887/48887	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/jquery.jplayer.min.js?ver=2.1.2	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/jquery.jplayer.min431f.js	(from https://crispinfreeman.com/)
21:05:50	5934/5934	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/haiku-player.js?ver=1.0.0	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/haiku-player8a54.js	(from https://crispinfreeman.com/)
21:05:51	1360/1360	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/core/admin/js/common.js?ver=4.7.4	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/core/admin/js/common125b.js	(from https://crispinfreeman.com/)
21:05:51	6684/6684	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/js/jquery.easing-1.3.pack.js?ver=1.3.4	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/js/jquery.easing-1.3.packc412.js	(from https://crispinfreeman.com/)
21:05:51	22380/22380	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/js/magnific_popup/jquery.magnific-popup.js?ver=1.3.4	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/js/magnific_popup/jquery.magnific-popupc412.js	(from https://crispinfreeman.com/)
21:05:51	7216/7216	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/js/et-ptemplates-frontend.js?ver=1.1	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/js/et-ptemplates-frontend4963.js	(from https://crispinfreeman.com/)
21:05:51	110884/110884	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Sep%202022%2021:25:36%20GMT	https://crispinfreeman.com/wp-content/plugins/html5-audio-player/js/plyr-v3.7.2.js?ver=2.1.10	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/html5-audio-player/js/plyr-v3.7.26176.js	(from https://crispinfreeman.com/)
21:05:52	2668/2668	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Sep%202022%2021:25:36%20GMT	https://crispinfreeman.com/wp-content/plugins/html5-audio-player/dist/public.js?ver=2.1.10	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/html5-audio-player/dist/public6176.js	(from https://crispinfreeman.com/)
21:05:52	182/182	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/footer-bottom-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/footer-bottom-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:52	1864/1864	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/top-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/top-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:52	137518/137518	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/top-center-bg.jpg	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/top-center-bg.jpg	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:53	165985/165985	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/top-bottom-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/top-bottom-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:53	121550/121550	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/top-container-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/top-container-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:53	639/639	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/left-menu-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/left-menu-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:53	705/705	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/right-menu-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/right-menu-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:53	164/164	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/content-menu-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/content-menu-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:54	6165/6165	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/featured_button.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/featured_button.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:54	133/133	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/main-area-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/main-area-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:54	240/240	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/main-top-shadow.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/main-top-shadow.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:54	3034/3034	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/box-overlay.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/box-overlay.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:54	987/987	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/readmore.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/readmore.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:55	991/991	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/left-projects-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/left-projects-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:55	1035/1035	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/right-projects-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/right-projects-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:55	204/204	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/content-projects-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/content-projects-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:55	3103/3103	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/project-overlay.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/project-overlay.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:55	1113/1113	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/zoom-icon.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/zoom-icon.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:56	544/544	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/play-icon.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/play-icon.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:56	110/110	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/call-to-action-top.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/call-to-action-top.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:56	314/314	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/down-arrow.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/down-arrow.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:56	129/129	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/content-area.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/content-area.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:57	3361/3361	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/post-overlay.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/post-overlay.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:57	608/608	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/content-area-top.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/content-area-top.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
